Formula                         icsd     idk1 idk2
Cr4Cu3O12Y1                    248614  204   SEBR
Cr4Cu3O12Y1                    248613  204   SEBR
Cr4Cu3O12Y1                    248612  204   SEBR
Cr4Cu3O12Y1                    248611  204   SEBR
Cr4Cu3O12Y1                    248610  204   SEBR
Cr4Cu3O12Y1                    248609  204   SEBR
Cr4Cu3O12Y1                    248608  204   SEBR
Cr4Cu3La1O12                   248607  204   SEBR
Cr4Cu3La1O12                   248606  204   SEBR
Cr4Cu3La1O12                   248605  204   SEBR
Cr4Cu3La1O12                   248604  204   SEBR
Cr4Cu3La1O12                   248603  204   SEBR
Cr4Cu3La1O12                   248601  204   SEBR
Cr4Cu3La1O12                   248600  204   SEBR
Cr4Cu3La1O12                   248599  204   SEBR
Ba1Ge12Pt4                     174551  204   SEBR
Ba1Ge12Pt4                     160797  204   SEBR
F6Ni3O6Sb4                     427048  217   SEBR
F6Ni3O6Sb4                     427047  217   SEBR
Cu12S13Sb4                      84572  217   SEBR
Cu12S13Sb4                      84571  217   SEBR
Cu12S13Sb4                      62116  217   SEBR
Cu12S13Sb4                      25707  217   SEBR
As4Cu12S12                      33588  217   SEBR
O1Sn1Sr3                       201036  221   SEBR
Ni3Sn1                         181127  221   SEBR
Mg1Pd1                         163195  221   SEBR
In1N1Ni3                       247065  221   SEBR
H1Pd3Tl1                       247273  221   SEBR
Fe1Ti1                         100533  221   SEBR
Cs1I3Sn1                       262924  221   SEBR
Ca3O1Sn1                       100787  221   SEBR
Ca3O1Pb1                       100789  221   SEBR
Ca3Ge1O1                       402087  221   SEBR
Br3Cs1Ge1                       80320  221   SEBR
Br3Ce3Ga1                      409846  221   SEBR
B6Sr1                           50313  221   SEBR
B6Ba1                           51495  221   SEBR
Pb1Te1                          63098  225   SEBR
Pb1Te1                         153711  225   SEBR
Pb1Se1                          63097  225   SEBR
Pb1Se1                          63096  225   SEBR
Pb1Se1                          62196  225   SEBR
Pb1Se1                          62195  225   SEBR
Pb1Se1                          38294  225   SEBR
Pb1S1                           62192  225   SEBR
Pb1S1                           62191  225   SEBR
Pb1S1                           62190  225   SEBR
O2U1                            35204  225   SEBR
O2U1                           246851  225   SEBR
Ni21P6Sn2                      419774  225   SEBR
Mg6Ni16Si7                     159261  225   SEBR
Ga2Li1Rh1                      106715  225   SEBR
Fe16Si7U6                      160154  225   SEBR
Cl1Cu6O8Y1                     188351  225   SEBR
Cl1Cu6In1O8                     69612  225   SEBR
Ce3Pd20Si6                      75013  225   SEBR
Ca3Cd8Pt4                      237543  225   SEBR
C6Cr23                          62667  225   SEBR
C1Zr1                          159874  225   SEBR
C1W1                           424342  225   SEBR
C1Hf1                          159873  225   SEBR
B6Ni21Sc2                      409959  225   SEBR
As7Re3                          26270  229   SEBR
S1Ta6                          202564    2    NLC
P3Tc2                           41017    2    NLC
O9V5                            66584    2    NLC
O9P3Ru1                         80363    2    NLC
O7V4                             2212    2    NLC
O7V4                            19012    2    NLC
O4Pb1Pt2                        59657    2    NLC
Mo3S4                          237587    2    NLC
H1As4Cu3Na5O16                  60937    2    NLC
H1As1O5Zn2                       8063    2    NLC
H1As1O5Zn2                      37436    2    NLC
H1As1O5Zn2                      34341    2    NLC
H1As1Ba1Cr2O10                   8065    2    NLC
H18Al2Cl6N6                     73197    2    NLC
H12Cs4O6P2S6                   417328    2    NLC
H12Cl8Hg3Mg1O6                  35417    2    NLC
H12Cl4N4Pt2                    194210    2    NLC
Ga5Rh3                         240179    2    NLC
Cu4Mo6Se8                      171431    2    NLC
Cu3Mo2O9                       190444    2    NLC
Cu1O4W1                         84558    2    NLC
Cu1O4W1                         69759    2    NLC
Cu1O4W1                         24339    2    NLC
Cu1O4W1                         16009    2    NLC
Cu1Mo1O4                        39439    2    NLC
Cu1I3Na1O9                      62367    2    NLC
Cu1F3Na1                        69655    2    NLC
Cu1F1Nb1O3                     200533    2    NLC
Cs1Hg1                          62000    2    NLC
Cs1Hg1                         150974    2    NLC
Cl9Te1W1                       410945    2    NLC
Cl7Mo1O1Se1                    410101    2    NLC
Cl5Mo1                          84620    2    NLC
Cl2Cu3O6Se2                     92165    2    NLC
Cl18Mo2P2                      410649    2    NLC
Cl14Mo4O4Tl2                   408774    2    NLC
Ca1P3                           74479    2    NLC
C4H16Cl2N8Se4Te1                42698    2    NLC
C2H8Cl2N4Se2Te1                 62435    2    NLC
C2H8Br2N4Se2Te1                 62436    2    NLC
Br5W1                          423462    2    NLC
Br3Ti1                          39784    2    NLC
Ba1Mo6S8                        85490    2    NLC
Ba1Mo6S8                        65775    2    NLC
Ba1Cu1O7P2                     192060    2    NLC
B2Co2O5                         96562    2    NLC
B2Co2O5                         24284    2    NLC
As3Tc2                          66662    2    NLC
As3Ca1                          86400    2    NLC
As2Cu4O9                       404850    2    NLC
As1F6N2S3                       31787    2    NLC
Ag2F5                           95832    2    NLC
Ag1O4S1                        421341    2    NLC
Ag1F6Pd1                        51507    2    NLC
Te3Zr1                          42076   11    NLC
Sn2Sr1Zn2                      424108   11    NLC
Se3Ta2                          42982   11    NLC
Se3Ta1                          43213   11    NLC
Sb2Sr1                          52307   11    NLC
S3Tm2                             430   11    NLC
S3Tm2                          260980   11    NLC
Rh4Si5                          52066   11    NLC
Rh4Si5                          24355   11    NLC
Pu1                             31692   11    NLC
Pt6Si5                          43283   11    NLC
Pt3Ta1                         105804   11    NLC
P5Tm1                          409186   11    NLC
Ni3Te2                          99271   11    NLC
Ni3Ta1                          54304   11    NLC
Ni1Ti1                         245081   11    NLC
Ni1Ti1                         240195   11    NLC
Ni1Ti1                         166372   11    NLC
Ni1Ti1                         166367   11    NLC
Ni1Ti1                         164155   11    NLC
Ni1Ti1                         164154   11    NLC
Ni1Ti1                         164153   11    NLC
Ni1Ti1                         164152   11    NLC
Ni1Ti1                         164151   11    NLC
Ni1Ti1                         157983   11    NLC
Ni1Ti1                         105415   11    NLC
Ni1Ti1                         105414   11    NLC
Nd1Ru1Si2                       66316   11    NLC
Nb2Se3                          42981   11    NLC
Nb1Pt3                          54283   11    NLC
Na1O8P1W2                       93368   11    NLC
Mo2S3                           73453   11    NLC
Mo2S3                           62486   11    NLC
Mo2.06S3                        16261   11    NLC
Mo1Te2                          14349   11    NLC
Li4S4Si1                        59708   11    NLC
H8Ba1O7Pt1                      26525   11    NLC
H6Br3N1O1Sn1                      437   11    NLC
H5In1O7S1                       24075   11    NLC
H5Fe1O7S1                       15199   11    NLC
H4Co2O10P2Pb1                  262728   11    NLC
H4Ba1O3                         60659   11    NLC
H4Ag2K4O2S9Sn3                 151476   11    NLC
H3Dy3Ge1O8                      62901   11    NLC
H3Cl1Cu2O3                      70101   11    NLC
H3Cl1Cu2O3                     153707   11    NLC
H2O4P1Rb1                      166218   11    NLC
H2N1Rb1                         27406   11    NLC
H2K1O4P1                       169093   11    NLC
H2Ga11Na1O18                     6163   11    NLC
H2Cs1O4P1                       36300   11    NLC
H2Cl1O2Y1                       20449   11    NLC
H2Cl1Ho1O2                     260834   11    NLC
H1Nd1O2                        162390   11    NLC
H14Cl2N5O2Tc1                  201682   11    NLC
H14Cd1Cu4O18S2                  54147   11    NLC
H12Cl8Hg3N2O2                  156004   11    NLC
H10Mo3N2O11                     63219   11    NLC
Ge1Hf1Pd1                      418027   11    NLC
Ga5Pt1                         180364   11    NLC
D2O4P1Rb1                      190487   11    NLC
D2K1N1                          37415   11    NLC
Cu4K1Mg1O13V3                   67816   11    NLC
Cu1Nb1Te2                      414338   11    NLC
Cu1La2O6Sn1                     69990   11    NLC
Co1P1Zr2                        84825   11    NLC
Cl7Cs1Ti2                      411140   11    NLC
Ce1In2Pt2                       54553   11    NLC
Ca1Sb2                            862   11    NLC
C4H2As1F17N2                    62428   11    NLC
C4H12Cd1Cl3N1                  110059   11    NLC
C3H10Cl1N1                     110260   11    NLC
C2H8N4O7Se1U1                   20741   11    NLC
Bi2Pd2Sr1                      416300   11    NLC
Ba3Ge2N2                        81819   11    NLC
Ba1Sb2                         409517   11    NLC
Ba1Nd2O10Ti3                   194985   11    NLC
Ba1Ho4O17Si5                   429621   11    NLC
Ba1Er2O10Si3                   167615   11    NLC
Ba1Bi2Pd2                      416299   11    NLC
Ba1.5Sb3                       413519   11    NLC
Au2In4Yb1                      261042   11    NLC
Au2Eu2Sn5                      410884   11    NLC
Au2Ba1Sb2                      416298   11    NLC
As1Cl1Co2O4                       902   11    NLC
Al1Ce3                         104626   11    NLC
Al1Au1                          57494   11    NLC
Al1Au1                         104649   11    NLC
Sb2Te3                         187496   12    NLC
Ru1Sc2Si2                      420133   12    NLC
Pt1Se7Ta2                       61353   12    NLC
Pr1                            248500   12    NLC
Pd1Se6Ta2                       61005   12    NLC
P4Zr7                           40281   12    NLC
O7Si2Yb2                        74780   12    NLC
O7Si2Yb2                        65363   12    NLC
O7Si2Yb2                        62356   12    NLC
O7Si2Yb2                        16048   12    NLC
O7Si2Tm2                       248719   12    NLC
O5Ti3                           75194   12    NLC
O5Ti3                           75193   12    NLC
O3Rb2Te1                        38223   12    NLC
O26V12                          16779   12    NLC
O13Sr2Ti6                       10455   12    NLC
Ni3Sn4                         646757   12    NLC
Ni3Sn4                         105363   12    NLC
Ni2O7P2                         30433   12    NLC
Ni1Se4V2                       646556   12    NLC
Ni1Se4V2                       646555   12    NLC
Ni1Se4V2                        23970   12    NLC
Ni1S8V4                         35141   12    NLC
Ni1S4V2                        646403   12    NLC
Ni1S4V2                         35140   12    NLC
Ni1S4Ti2                       646394   12    NLC
Ni1Rh2Se4                       15214   12    NLC
Ni0.5Se2Ti1                    193869   12    NLC
Nb8Pt1Se20                      73315   12    NLC
Nb2Te3                         280016   12    NLC
Nb2Pd1S5                       192215   12    NLC
Mn1P1S3                         61391   12    NLC
Mg2Si10Sr11                     50001   12    NLC
Li0.5O2Ti1                     180011   12    NLC
La1Si5                         246807   12    NLC
Hg2Sn2Sr1                      428765   12    NLC
Hg1                            157861   12    NLC
Hf7P4                          405208   12    NLC
H8Cu2Mg1O12V2                  162649   12    NLC
H6Au1Br3N2                      33293   12    NLC
H4F6Li2O2Sn1                     2559   12    NLC
H4Cl8N1O2Rb3Ru2                201563   12    NLC
H4Cl8K3N1O2Ru2                  16130   12    NLC
H4Al1Cr2K1O10                  200012   12    NLC
H3Li1O2                         35156   12    NLC
H3Li1O2                         30223   12    NLC
H3Li1O2                         27761   12    NLC
H3Li1O2                        159510   12    NLC
H3Al2O7P1                       24430   12    NLC
H2Bi1Cl3O1                     421319   12    NLC
H12Cl2Ni1O6                     26919   12    NLC
H12Cl2N2O6Pt1                   49911   12    NLC
H10F6Mn1O5Zr1                  200906   12    NLC
Ge2Ho2Rh1                       88198   12    NLC
Ga4Yb1                         635673   12    NLC
Ga4Yb1                         260581   12    NLC
Ga3Sc5                         165189   12    NLC
Fe6Ge5Li1                      100060   12    NLC
Fe3Se4                          15044   12    NLC
Fe3Se4                          15043   12    NLC
Fe3N8Sr8                       409949   12    NLC
Fe1Si3Tm3                      152533   12    NLC
Fe1Sc2Si2                       84205   12    NLC
Fe1Sc2Si2                       76348   12    NLC
Fe1Sc2Si2                      633455   12    NLC
Fe1Sc2Si2                       20661   12    NLC
Fe1S4V2                        633361   12    NLC
Fe1Rh2Se4                      603354   12    NLC
Fe1Ni2Se4                      632972   12    NLC
Fe1Ge1Yb1                       90460   12    NLC
Fe1Ge1                         631983   12    NLC
Fe1Ge1                          53458   12    NLC
Fe1Ge1                          53457   12    NLC
Fe1Ge1                          53456   12    NLC
Fe1Ge1                          53455   12    NLC
Fe1Ge1                          43055   12    NLC
Dy1Si1                         180223   12    NLC
Cu2Sn2Sr1                      422453   12    NLC
Cu2Sn2Sr1                      182102   12    NLC
Cu2Na2S4Zr1                     79536   12    NLC
Cu1Ge6Yb2                      426133   12    NLC
Cr3Te4                         626873   12    NLC
Cr3Se4                         601348   12    NLC
Cr3S4                          626598   12    NLC
Cr3S4                           16722   12    NLC
Cr3Ga4                           1824   12    NLC
Cr2Te4Ti1                      626896   12    NLC
Cr2S8Tl1V3                      74296   12    NLC
Cr2Fe1Se4                      625971   12    NLC
Cr1S4V2                        626655   12    NLC
Cr1Pr2S4                       626536   12    NLC
Cr1Fe2Se4                      151873   12    NLC
Cl2La3Si3                      408031   12    NLC
Cl1Mo1O4Yb1                    420061   12    NLC
Cl1Ho1O4W1                     427663   12    NLC
Ce5Ge8Mg8                      424718   12    NLC
Ce1Ru1Sn1                      192243   12    NLC
Ce1Ru1Sn1                      192242   12    NLC
Ce1Ru1Sn1                      189412   12    NLC
Ce1                              2284   12    NLC
Ce1Co1Ga1                      620729   12    NLC
Ce1Co1Ga1                      620726   12    NLC
Ce1Co1Ga1                      429884   12    NLC
Ce1Co1Ga1                      429882   12    NLC
Ce1Co1Ga1                      187960   12    NLC
Ca6Cu2Sn7                      171243   12    NLC
Ca1K2N4O8                       85505   12    NLC
Ca1Ga4                         619274   12    NLC
Ca1Ga4                          58893   12    NLC
Ca1Ga4                          54994   12    NLC
Ca1Cu2Sn2                      417717   12    NLC
C4Co1Sc3                       236391   12    NLC
C3Er2Mo2                       617669   12    NLC
C3Cr2Er2                       617494   12    NLC
C2Ca1                          252734   12    NLC
C2Ca1                          252728   12    NLC
C2Ca1                          252716   12    NLC
C1Fe2Si2Y2                     617825   12    NLC
C1Fe2Gd2Si2                    195010   12    NLC
C1Er2Fe2Si2                    617663   12    NLC
C10Fe22Mo12                     61141   12    NLC
C10Au2Cl8S8                     65114   12    NLC
Br4Cs2I2Pd1                    240479   12    NLC
Bi4Pb7Se13                     427411   12    NLC
Bi2Pd5                          58840   12    NLC
Bi2Pd3Se2                      616957   12    NLC
Bi2Pd3Se2                      421873   12    NLC
Bi2Pd3Se2                      261459   12    NLC
Bi2Pd3Se2                      261458   12    NLC
Bi2Pd3Se2                      261456   12    NLC
Bi2Pd3S2                       616954   12    NLC
Bi2Pd1                         616946   12    NLC
Bi2Pd1                          42565   12    NLC
Bi2Ni3Se2                        1024   12    NLC
Bi2Hg1S4                       195678   12    NLC
Bi1I1Mn1Se2                    415138   12    NLC
Bi1Fe1O3                       164224   12    NLC
Bi1Fe1O3                       164223   12    NLC
Bi16I4                         246145   12    NLC
Ba5Cd2O2Sb4                    423458   12    NLC
Ba3Li4Sn8                      240016   12    NLC
Ba3Cu2O10Pt1Y2                  62390   12    NLC
Ba2Mg3Si4                      408938   12    NLC
Ba2Cd2Sb3                      420834   12    NLC
Ba1Tl4                         261206   12    NLC
Ba1Te4Th1                      238227   12    NLC
Ba1Sb3                          49000   12    NLC
Ba1Cu10P4                       83618   12    NLC
Ba11Cd6Sb12                    418886   12    NLC
B4La2Ni5                        63501   12    NLC
B4La2Ni5                       170608   12    NLC
B2Rh3Tb1                       615319   12    NLC
B2Lu1Rh3                       614701   12    NLC
B2Ir3Y1                        614578   12    NLC
B2Ir3Tm1                       614571   12    NLC
B2Ir3Sc1                       614561   12    NLC
B2Ir3Lu1                       614531   12    NLC
B2Ho1Ir3                       614472   12    NLC
Au2P3                            8058   12    NLC
Au2Ni4Si7                      429212   12    NLC
As3Sr1                          41831   12    NLC
As3Mn4                          80375   12    NLC
As3Ba1                          86402   12    NLC
As2Mn3                          75510   12    NLC
As2Co2O7                        69001   12    NLC
As1Pd5                         239291   12    NLC
Al2Ge4Sr3                      417968   12    NLC
Al2Ba5Ge7                      417659   12    NLC
Al1Ce1Co1                       20632   12    NLC
Ag4K2Se3                        54102   12    NLC
Ag1Er1O8W2                      27743   12    NLC
Ni1O4W1                         16685   13    NLC
Ni1O4W1                         15852   13    NLC
Mn1O4Re1                       170685   13    NLC
Ho1O4Ta1                       155660   13    NLC
Cl7Cs1Ti2                       67168   13    NLC
Si4Ti3U2                        96154   14    NLC
Re2Si1                          57480   14    NLC
O2W1                             8217   14    NLC
O2W1                            80829   14    NLC
O1S2Yb2                         67381   14    NLC
Ni3O8P2                        281705   14    NLC
Ni1O10P2V2                     246365   14    NLC
Mo3Si4U2                        80000   14    NLC
Mo1O6Sr2Yb1                    291320   14    NLC
Mo1O2                           80830   14    NLC
Mo1O2                           23722   14    NLC
Ir1P2                          174231   14    NLC
H2Li1N1O3                       47158   14    NLC
H1Cu1F1O1                       98698   14    NLC
H1Cl1Cu1O1                      91088   14    NLC
H1Cl1Cu1O1                      38384   14    NLC
Ge4Mo3U2                        80002   14    NLC
Ge2La1Pt2                      416421   14    NLC
Ga1La1Ni1                       62281   14    NLC
Fe2O3                          189438   14    NLC
Fe2K4O5                        154372   14    NLC
Cu2O4Se1                        60653   14    NLC
Cu1O4Te1                         1672   14    NLC
Cu1O4Te1                         1671   14    NLC
Cu1O3Te1                       202451   14    NLC
Cu1Na1O4P1                      73398   14    NLC
Cu1Ge1O3                       411020   14    NLC
Co1Sb2                          63553   14    NLC
Co1Nb1Te2                       73739   14    NLC
Cl4Hg4I2S1                     422546   14    NLC
Cl3Mo1O1                         4411   14    NLC
Cl3Mo1O1                        16150   14    NLC
Ce1Se2                          27020   14    NLC
Ce1S2                          419346   14    NLC
Ca1Pd1Si1                       69790   14    NLC
C7Y4                            86049   14    NLC
Br2Cu2O6Sr2Te1                 172071   14    NLC
Ba2P3Pd1                        75019   14    NLC
Ba1Rh2Si2                       50158   14    NLC
Ba1Ga2Pt2                       50160   14    NLC
B1Fe2O4                         88450   14    NLC
B1Fe2O4                         86862   14    NLC
Au4Ga2Na1                      237469   14    NLC
Au4Ca5                          58406   14    NLC
As2Ba1Cu2O8                     74948   14    NLC
As1Fe1O4                        73978   14    NLC
Ag2Te1                          73402   14    NLC
Ag2Te1                          73230   14    NLC
Ag1Fe2S3                       165661   14    NLC
Sb2Te3                         187497   15    NLC
Sb2Te3                         185954   15    NLC
S1Ta6                           16041   15    NLC
P2Pt5                           24327   15    NLC
O5Ti3                           35148   15    NLC
O5Ti3                          194464   15    NLC
O3V2                            97442   15    NLC
O3V2                            95763   15    NLC
O3V2                            95762   15    NLC
O3V2                             6286   15    NLC
Ni2O8Te3                        50703   15    NLC
Ni1Se5Ta2                       61148   15    NLC
Na1O6Si2V1                      78342   15    NLC
Na1O6Si2V1                     163131   15    NLC
Na1O6Si2V1                     163130   15    NLC
Na1O6Si2V1                     163129   15    NLC
Na1O6Si2V1                     163128   15    NLC
Na1O6Si2V1                     163127   15    NLC
Na1O6Si2V1                     163125   15    NLC
Mo1P4                          105057   15    NLC
Mn2P12Ti1                       49802   15    NLC
Li2O3Ru1                        78721   15    NLC
Li2O3Ru1                       180367   15    NLC
Li1O6Si2V1                      55164   15    NLC
K3Na1O8Ru2                     416039   15    NLC
Ho1O4V1                        192833   15    NLC
H8O6Pt1                         15271   15    NLC
H4Ba1O8S2                       14329   15    NLC
H4Al2Ca1F4O4                    20138   15    NLC
H1Cr1Hg1O4.5                    14176   15    NLC
H12Cl3Mg1O6Rb1                 183508   15    NLC
H12Br3Mg1O6Rb1                 192134   15    NLC
Fe7S8                          151766   15    NLC
Fe2O5Ti1                        24416   15    NLC
Fe2O5Rb4                       154291   15    NLC
Fe2Li1N3Sr2                     71059   15    NLC
Fe1S5U2                         41899   15    NLC
F2Sn1                           15909   15    NLC
D7Al1Sr2                        94884   15    NLC
Cu6Sn5                         185090   15    NLC
Cu6Sn5                         185089   15    NLC
Cu6Sn5                         150124   15    NLC
Cu6Sn5                         106530   15    NLC
Cu2O7V2                         23479   15    NLC
Cu2O7V2                        158375   15    NLC
Cu2O7P2                         67316   15    NLC
Cu2O7P2                         28279   15    NLC
Cu2O7P2                        157107   15    NLC
Cu2O7P2                         14369   15    NLC
Cr1P4                            2790   15    NLC
Co1Ge1O3                        26814   15    NLC
Cl8Ga2Ni1                      417870   15    NLC
Cl5Li1Tm2                      201996   15    NLC
Cl3Cu1Rb1                       56838   15    NLC
Cl2Cu2O6Pb1Se2                 189154   15    NLC
Ca2Ir2Si1                       95789   15    NLC
Ca1Ni1O6Si2                     82216   15    NLC
Ca1Ni1O6Si2                     69381   15    NLC
C2H8Cl3Cu1N1                   158299   15    NLC
C2Fe5                          423887   15    NLC
C2Fe5                          423886   15    NLC
C2Fe5                          423885   15    NLC
Bi1Cr1O3                       174406   15    NLC
Bi1Cr1O3                       160458   15    NLC
Bi1Cr1O3                       160456   15    NLC
Ba3Ir2O9Sr1                    245254   15    NLC
Ba3Ca1Ir2O9                    245253   15    NLC
Ba2Fe2Li1N3                     71060   15    NLC
Ba1Cu1N1                        86064   15    NLC
B2Ni1O4                        418385   15    NLC
Au2Ca5                          58403   15    NLC
Al2Cl8Ni1                      417872   15    NLC
Al1B2La2Os2                    251835   15    NLC
Cu1O5Sr2Tl1                     86427   47    NLC
Ba4Cu6O13Y2                    390001   47    NLC
Ba2Cu3O7Y1                      78598   47    NLC
Ba2Cu3O7Y1                      77745   47    NLC
Ba2Cu3O7Y1                      68394   47    NLC
Ba2Cu3O7Y1                      63488   47    NLC
Ba2Cu3O7Y1                      63484   47    NLC
Ba2Cu3O7Y1                      63483   47    NLC
Ba2Cu3O7Y1                      63335   47    NLC
Ba2Cu3O7Y1                      62928   47    NLC
Ba2Cu3O7Y1                      62466   47    NLC
Ba2Cu3O7Y1                      62465   47    NLC
Ba2Cu3O7Y1                      56507   47    NLC
Ba2Cu3O7Y1                     202775   47    NLC
Ba2Cu3O7Y1                     202774   47    NLC
Ba2Cu3O7Y1                     202773   47    NLC
Ba2Cu3O7Y1                     202772   47    NLC
Ba2Cu3O7Y1                     202771   47    NLC
Ba2Cu3O7Y1                     202770   47    NLC
Ba2Cu3O7Y1                     196266   47    NLC
Ba2Cu3O7Y1                     196265   47    NLC
Ba2Cu3O7Y1                     196264   47    NLC
Ba2Cu3O6.93Y1                  262809   47    NLC
Ba2Cu3O6.5Y1                    73896   47    NLC
Ba2Cu3Ho1O7                     68044   47    NLC
Ba1Co2Nd1O5.5                   96380   47    NLC
Ba1Co2Nd1O5.5                   96377   47    NLC
Ba1Co2Nd1O5.5                  187120   47    NLC
B3Ir4Zn1                        71640   47    NLC
La2Se9U2                       248052   51    NLC
In1La1Ni2                      106800   51    NLC
Ca2Ge2Ni3                      421074   51    NLC
C3Al1Y3                        194877   51    NLC
C1B2U1                          69767   51    NLC
Ba1Fe2Gd1O4.999                 96391   51    NLC
Ba1Dy1Fe2O4.996                 99611   51    NLC
B3Rh7Zn5                       107495   51    NLC
B3Ir7Zn5                       107494   51    NLC
B1Ru1Ta1                       429116   51    NLC
B1Nb1Ru1                       426468   51    NLC
B1Nb1Ru1                       194435   51    NLC
Au3Rb2Tl1                      249924   51    NLC
Au1I1Te2                        16325   51    NLC
Al4Co1La1                        9986   51    NLC
Se2Ti9                         404193   55    NLC
O4Pb3                           97282   55    NLC
Mn2O5Sr2                       417817   55    NLC
Mn2O5Sr2                       417816   55    NLC
Mn2O5Sr2                       417814   55    NLC
Mn2O5Sr2                       417812   55    NLC
Mn2O5Sr2                       417811   55    NLC
Mn2O5Sr2                       417810   55    NLC
Mn2O5Sr2                       417808   55    NLC
Mn2O5Sr2                       417807   55    NLC
In4Rh2Zr5                      391127   55    NLC
In1La2Si2                      193223   55    NLC
Hf5In4Rh2                      412706   55    NLC
Ga2Mg1                          23226   55    NLC
F3O1Rb1V1                      426620   55    NLC
F3O1Rb1V1                      249403   55    NLC
Cu1O2.5Sr1                      82019   55    NLC
Ce5In4Pt2                      171414   55    NLC
Cd7Th6                         102075   55    NLC
Ca5Ga2Sb6                       36466   55    NLC
Ca2Mn2O5                        35130   55    NLC
Ca1Mn1O2.5                      35219   55    NLC
C5Y4                            84869   55    NLC
C2B2Sc1                         23834   55    NLC
Bi8Ca3Pd4                      412563   55    NLC
Bi6In2Sr5                      415576   55    NLC
Bi2Fe4O9                       262861   55    NLC
Bi2Fe4O9                       186442   55    NLC
Bi2Fe4O9                       186441   55    NLC
Bi2Fe4O9                       186440   55    NLC
B4Rh1Y1                        419358   55    NLC
B4Ni1Sc1                       425457   55    NLC
B4Mg2Ru5                        61039   55    NLC
B4Cr1Th1                        81542   55    NLC
B10Ni1Th2                       78823   55    NLC
B10Fe1Th2                       78821   55    NLC
As1Ga2Rh5                       56973   55    NLC
Al2Bi6Ca5                       36364   55    NLC
Al1.33B5.33Lu1.33              260799   55    NLC
Fe2Hf1Si2                       20933   57    NLC
Cr1La1Sb3                       85640   57    NLC
Cr1La1Sb3                       85639   57    NLC
Cr1La1Sb3                       83907   57    NLC
Ce3Rh2Si2                      247291   57    NLC
Ce3Ge2Rh2                       76352   57    NLC
Ce1Pd2Sn3                      190838   57    NLC
Ca1Mn2O4                        93749   57    NLC
Ni1Sb2                          42724   58    NLC
Ge6Li2Sr4                      414575   58    NLC
C3Al2Th2                        81572   58    NLC
B4Cr1                          425106   58    NLC
B4Cr1                          186851   58    NLC
B2Ni3O6                         31387   58    NLC
B2Ni3O6                          2016   58    NLC
Au8Sn3Sr3                      251066   58    NLC
As2Ni1                          42605   58    NLC
Ni1Si1                         187622   59    NLC
Fe1Hf8Te6                       81303   59    NLC
Cu2O3Sr1                        99042   59    NLC
Co1Na0.5O2                     155492   59    NLC
Br3Mo1                         413690   59    NLC
Au3K1Sn3                       249645   59    NLC
Au3In3Sr1                      245679   59    NLC
Au1Rb3Sn4                      107445   59    NLC
Au1Pb4Rb3                      107447   59    NLC
Au1Cs3Pb4                      107448   59    NLC
O2Pb1                          415270   60    NLC
O2Pb1                          415269   60    NLC
O2Pb1                          415268   60    NLC
C1Mo2                          246148   60    NLC
C1Mo2                          246147   60    NLC
C1Mo2                          246146   60    NLC
Au2Pb1                         430298   60    NLC
Pd1Sn1Te1                      162404   61    NLC
Au1Sn2                         415968   61    NLC
Sr1Zn5                         418619   62    NLC
Sr1Zn1                          54980   62    NLC
Se2U1                           82295   62    NLC
Sb2Sr1Zn1                       10001   62    NLC
S1Te1U1                         42430   62    NLC
Ru4Si3                          30398   62    NLC
Ru2Sn2Zn3                      421663   62    NLC
Rh1Sc3Si3                      421255   62    NLC
Rh1Sc1Si2                       15248   62    NLC
Pt1Yb1Zn1                      159305   62    NLC
Pt1Sn1Sr1                      412012   62    NLC
Pt1Si1Zr1                      260792   62    NLC
Pt1Si1Ti1                      260794   62    NLC
Pt1Si1                          79238   62    NLC
Pt1Si1                           2623   62    NLC
Pt1Sc2                         105785   62    NLC
Pd2Sn1                         158364   62    NLC
Pd1Yb1Zn1                      159304   62    NLC
Pd1Sn1Yb1                      408408   62    NLC
Pd1Sn1Yb1                      151167   62    NLC
Pd1Sn1                         109415   62    NLC
Pd1Si1                          79237   62    NLC
Pd1Si1                          15016   62    NLC
P2Zr1                          400334   62    NLC
P1Pt1Sc1                       417911   62    NLC
O4S1Sr1                        100624   62    NLC
O4Rb2Ru1                       415748   62    NLC
O4Pb1S1                        100625   62    NLC
O1Si1Yb3                       413386   62    NLC
Ni2P2Th1                        74785   62    NLC
Ni2O4Si1                        64952   62    NLC
Ni2O4Si1                        35675   62    NLC
Ni2O4Si1                       202376   62    NLC
Ni2O4Si1                       100645   62    NLC
Ni2O4Si1                       100644   62    NLC
Ni2O4Si1                       100643   62    NLC
Ni2O4Si1                       100642   62    NLC
Ni1Th1                         105403   62    NLC
Ni1Sn1Yb1                       54360   62    NLC
Ni1Si1Ti1                       18188   62    NLC
Ni1Si1                          95449   62    NLC
Ni1Si1                          95448   62    NLC
Ni1Si1                         190105   62    NLC
Ni1S3U1                        248408   62    NLC
Ni1Pd1Te1                      419759   62    NLC
Ni1P1Sc1                        50990   62    NLC
Ni1O3Yb1                       189299   62    NLC
Nb1P1Zr1                        75008   62    NLC
Nb1Ni1P1                        49728   62    NLC
Mn1Rh1Si1                       41149   62    NLC
Mn1P1                           43399   62    NLC
Mn1P1                           43246   62    NLC
Mg1Pt1Sr1                      426614   62    NLC
Mg1Pd1Yb1                      412726   62    NLC
